url,status,score,verdict,coverage_state,page_fetch_state,robots_txt_state,indexing_state,last_crawl_time,last_modified,google_canonical,user_canonical,source_sitemap,recommendation,inspection_error
"https://haven-h1b.com/","indexed","60","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-09-10T17:13:29Z","2026-09-04T12:12:19.557Z","https://haven-h1b.com/","https://haven-h1b.com/","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/blog","indexed","48","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-09-11T03:03:33Z","2026-09-04T00:00:00.000Z","https://haven-h1b.com/blog","https://haven-h1b.com/blog","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources","discovered_not_indexed","139","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-06-09T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/about","discovered_not_indexed","106","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-09-04T12:12:19.557Z","","","https://haven-h1b.com/sitemap.xml","Recently published: monitor for another week and confirm at least one crawlable contextual internal link points here.",""
"https://haven-h1b.com/tools","indexed","49","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-07-15T22:14:27Z","2026-09-04T12:12:19.557Z","https://haven-h1b.com/tools","https://haven-h1b.com/tools","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/jobs","indexed","49","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-09-07T16:36:36Z","2026-06-24T18:15:58.000Z","https://haven-h1b.com/jobs","https://haven-h1b.com/jobs","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/day-1-cpt-schools","indexed","28","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-07-30T05:20:24Z","2026-09-04T12:12:19.557Z","https://haven-h1b.com/day-1-cpt-schools","https://haven-h1b.com/day-1-cpt-schools","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/tools/uscis-vaccine-finder","indexed","44","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-07-27T02:26:19Z","2026-09-04T12:12:19.557Z","https://haven-h1b.com/tools/uscis-vaccine-finder","https://haven-h1b.com/tools/uscis-vaccine-finder","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/tools/grace-period-calculator","indexed","44","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-09-05T04:48:37Z","2026-09-04T12:12:19.557Z","https://haven-h1b.com/tools/grace-period-calculator","https://haven-h1b.com/tools/grace-period-calculator","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/tools/priority-date-checker","indexed","44","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-09-06T17:36:15Z","2026-09-04T12:12:19.557Z","https://haven-h1b.com/tools/priority-date-checker","https://haven-h1b.com/tools/priority-date-checker","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
